date,PM10,PM2.5,PM1
5/23/2019 8:07:43 PM,34.9,23.7,14.9
5/23/2019 8:07:49 PM,46.3,20.8,15.3
5/23/2019 8:07:55 PM,37.7,25.5,15.7
5/23/2019 8:08:01 PM,39.7,22.7,15.4
5/23/2019 8:08:07 PM,36.8,20.5,14.1
5/23/2019 8:08:13 PM,39.6,23.7,15.6
5/23/2019 8:08:19 PM,38.4,21.5,14.9
5/23/2019 8:08:25 PM,32.4,22.4,15.4
5/23/2019 8:08:31 PM,38.7,26.7,16.1
5/23/2019 8:08:37 PM,33.5,18.7,14.5
5/23/2019 8:08:43 PM,36.8,24.9,16.2
5/23/2019 8:08:49 PM,39,22.6,15.8
5/23/2019 8:08:55 PM,43.2,26.3,15.9
5/23/2019 8:09:01 PM,41,25,15.4
5/23/2019 8:09:07 PM,34.8,23.7,15
5/23/2019 8:09:13 PM,37.3,23.5,15.2
5/23/2019 8:09:19 PM,37.5,22.6,15
5/23/2019 8:09:25 PM,40,22.6,15.5
5/23/2019 8:09:31 PM,49.5,24.9,15.9
5/23/2019 8:09:37 PM,43.2,25.4,15.6
5/23/2019 8:09:43 PM,35.4,23.5,15.4
5/23/2019 8:09:49 PM,29.3,23,14.9
5/23/2019 8:09:55 PM,57.4,23,15.4
5/23/2019 8:10:01 PM,50.9,22.8,15.3
5/23/2019 8:10:07 PM,32.4,22,15.2
5/23/2019 8:10:13 PM,43.9,21.4,14.9
5/23/2019 8:10:19 PM,34.3,23.9,14.7
5/23/2019 8:10:25 PM,36.9,24.7,15.3
5/23/2019 8:10:31 PM,53.6,26.9,15.7
5/23/2019 8:10:37 PM,35.5,21.8,15.5
5/23/2019 8:10:43 PM,35.3,23.7,16
5/23/2019 8:10:49 PM,45.1,23.6,15.7
5/23/2019 8:10:55 PM,43.5,26.7,16.1
5/23/2019 8:11:01 PM,41.7,23.3,15.5
5/23/2019 8:11:07 PM,36.4,26.6,16.2
5/23/2019 8:11:13 PM,37.8,23.4,16.3
5/23/2019 8:11:19 PM,36.1,23.6,15.8
5/23/2019 8:11:25 PM,41.5,24.1,15.3
5/23/2019 8:11:31 PM,40.8,25.2,16
5/23/2019 8:11:37 PM,35.5,23.7,15.6
5/23/2019 8:11:43 PM,45.8,24.8,16.4
5/23/2019 8:11:49 PM,54.5,28,16.3
5/23/2019 8:11:55 PM,43.1,24.7,15.9
5/23/2019 8:12:01 PM,35.5,23.8,15.1
5/23/2019 8:12:07 PM,38.5,23.5,15.5
5/23/2019 8:12:13 PM,48.6,23.1,15.8
5/23/2019 8:12:19 PM,35.6,24.6,16.1
5/23/2019 8:12:25 PM,36.4,25.2,16
5/23/2019 8:12:31 PM,33.7,25.9,16.2
5/23/2019 8:12:37 PM,33.1,23.5,15.4
5/23/2019 8:12:43 PM,42.7,24.2,15.3
5/23/2019 8:12:49 PM,39.3,23.2,15.3
5/23/2019 8:12:55 PM,49.5,24.8,16
5/23/2019 8:13:01 PM,41.1,23.9,15.7
5/23/2019 8:13:07 PM,37.9,25,15.6
5/23/2019 8:13:13 PM,34.2,22.1,15.4
5/23/2019 8:13:19 PM,42.2,25.2,16
5/23/2019 8:13:25 PM,35.7,22.8,15.5
5/23/2019 8:13:31 PM,47.2,25.7,15.3
5/23/2019 8:13:37 PM,42,23.4,15.6
5/23/2019 8:13:43 PM,46.9,28.6,16.1
5/23/2019 8:13:49 PM,52,22.4,15.5
5/23/2019 8:13:55 PM,35.1,23.7,16.2
5/23/2019 8:14:01 PM,42.1,23.1,16
5/23/2019 8:14:07 PM,42.4,27.9,15.7
5/23/2019 8:14:13 PM,32.3,23.9,15.6
5/23/2019 8:14:19 PM,58.9,25.4,15.5
5/23/2019 8:14:25 PM,60.1,26.2,16
5/23/2019 8:14:31 PM,45.3,25,15.3
5/23/2019 8:14:37 PM,31.4,24.4,15.1
5/23/2019 8:14:43 PM,30.3,21.5,14.7
5/23/2019 8:14:49 PM,30.9,22.2,15.4
5/23/2019 8:14:55 PM,30.9,22,15.5
5/23/2019 8:15:01 PM,40.2,25.8,16.2
5/23/2019 8:15:07 PM,55.6,23.3,16.3
5/23/2019 8:15:13 PM,31,22.7,16.2
5/23/2019 8:15:19 PM,34.1,24.7,16.6
5/23/2019 8:15:25 PM,44.8,26.6,16.2
5/23/2019 8:15:31 PM,51.2,29.2,16.7
5/23/2019 8:15:37 PM,41.8,27.2,16.3
5/23/2019 8:15:43 PM,37.5,27.1,16.4
5/23/2019 8:15:49 PM,37.1,26.3,16.9
5/23/2019 8:15:55 PM,39.9,22.9,16.6
5/23/2019 8:16:01 PM,38.4,24.9,16
5/23/2019 8:16:07 PM,43,28.2,16.9
5/23/2019 8:16:13 PM,40.8,25.5,16.7
5/23/2019 8:16:19 PM,43.4,23.6,16.2
5/23/2019 8:16:25 PM,39.5,23.6,15.6
5/23/2019 8:16:31 PM,49,25.9,16.6
5/23/2019 8:16:37 PM,39.2,20.6,15.2
5/23/2019 8:16:43 PM,50,29.5,16.8
5/23/2019 8:16:49 PM,47.1,26.3,16.6
5/23/2019 8:16:55 PM,43.7,23.8,17.1
5/23/2019 8:17:01 PM,45.1,24.2,16.2
5/23/2019 8:17:07 PM,39.3,28.9,16.7
5/23/2019 8:17:13 PM,37.5,22.7,15.5
5/23/2019 8:17:19 PM,42,26.1,16.9
5/23/2019 8:17:25 PM,37.7,25.7,16.8
5/23/2019 8:17:31 PM,38.9,25,16.3
5/23/2019 8:17:37 PM,36.5,25.5,16.4
5/23/2019 8:17:43 PM,38.8,25.7,16.4
5/23/2019 8:17:49 PM,41.9,25.3,15.6
5/23/2019 8:17:55 PM,35.6,27.5,16.8
5/23/2019 8:18:01 PM,37.6,23.4,15
5/23/2019 8:18:07 PM,42.8,26.3,16.5
5/23/2019 8:18:13 PM,29.9,22.5,15.6
5/23/2019 8:18:19 PM,43.5,29.7,17.1
5/23/2019 8:18:25 PM,33.4,24.8,16.9
5/23/2019 8:18:31 PM,38.5,27.1,16.4
5/23/2019 8:18:37 PM,35.7,25.1,15.9
5/23/2019 8:18:43 PM,40.6,24.1,15.7
5/23/2019 8:18:49 PM,36.2,27.5,16.6
5/23/2019 8:18:55 PM,41.1,26.8,15.9
5/23/2019 8:19:01 PM,39.6,25.5,15.9
5/23/2019 8:19:07 PM,40.2,25.5,15.7
5/23/2019 8:19:13 PM,40.9,28.6,16.7
5/23/2019 8:19:19 PM,34.6,25.7,16.7
5/23/2019 8:19:25 PM,34.7,23.9,15.6
5/23/2019 8:19:31 PM,45.8,28.4,17.5
5/23/2019 8:19:37 PM,36.8,25.9,16.5
5/23/2019 8:19:43 PM,41.2,27.4,16.7
5/23/2019 8:19:49 PM,39.8,23.5,16.6
5/23/2019 8:19:55 PM,39.6,24.2,16.8
5/23/2019 8:20:01 PM,52.3,27.5,16.5
5/23/2019 8:20:07 PM,31.4,22.8,15.8
5/23/2019 8:20:13 PM,43.8,27.3,16.6
5/23/2019 8:20:19 PM,37.5,26,16.6
5/23/2019 8:20:25 PM,34.4,25.1,16.2
5/23/2019 8:20:31 PM,36.5,23.9,16.3
5/23/2019 8:20:37 PM,35.7,23.7,15.8
5/23/2019 8:20:43 PM,54.1,28.9,16.6
5/23/2019 8:20:49 PM,46.2,25.6,16.6
5/23/2019 8:20:55 PM,37.5,26.4,16.4
5/23/2019 8:21:01 PM,38.5,27.8,16.9
5/23/2019 8:21:07 PM,38.8,25.4,16.4
5/23/2019 8:21:13 PM,46.2,29.5,16.3
5/23/2019 8:21:19 PM,33.5,24.7,16.4
5/23/2019 8:21:25 PM,40.4,27.1,16.6
5/23/2019 8:21:31 PM,33.9,25.2,16.7
5/23/2019 8:21:37 PM,40.5,28.3,16.6
5/23/2019 8:21:43 PM,34.3,23.1,16.6
5/23/2019 8:21:49 PM,38.3,25.5,16.8
5/23/2019 8:21:55 PM,35.5,26.9,17.5
5/23/2019 8:22:01 PM,40.5,24.9,16.3
5/23/2019 8:22:07 PM,38.6,27.2,17.2
5/23/2019 8:22:13 PM,47.7,29.5,17.1
5/23/2019 8:22:19 PM,38,28.2,17.3
5/23/2019 8:22:25 PM,42.5,30,17.2
5/23/2019 8:22:31 PM,46.3,28.9,16.8
5/23/2019 8:22:37 PM,39.6,25.3,16
5/23/2019 8:22:43 PM,37.7,26.4,16.8
5/23/2019 8:22:49 PM,43.4,29.1,16.6
5/23/2019 8:22:55 PM,51.5,26.8,16.7
5/23/2019 8:23:01 PM,46.8,26.7,16.7
5/23/2019 8:23:07 PM,55.1,27.1,16.6
5/23/2019 8:23:13 PM,49,24.7,16.5
5/23/2019 8:23:19 PM,36.7,24.2,16.1
5/23/2019 8:23:25 PM,39.1,27.9,16.6
5/23/2019 8:23:31 PM,34.9,25.7,16.7
5/23/2019 8:23:37 PM,41,26.3,16.4
5/23/2019 8:23:43 PM,37.5,26.2,15.7
5/23/2019 8:23:49 PM,35,24.8,16.2
5/23/2019 8:23:55 PM,29.1,23.6,16.4
5/23/2019 8:24:01 PM,38.7,28,16.9
5/23/2019 8:24:07 PM,38.3,27.7,16.7
5/23/2019 8:24:13 PM,46.1,22.3,16.3
5/23/2019 8:24:19 PM,31.1,24.6,16.4
5/23/2019 8:24:25 PM,42.6,24.7,16.3
5/23/2019 8:24:31 PM,36.3,25.2,16.1
5/23/2019 8:24:37 PM,35.6,23.8,15.8
5/23/2019 8:24:43 PM,37.6,27.2,16.9
5/23/2019 8:24:49 PM,41.7,29.7,17.2
5/23/2019 8:24:55 PM,36.7,26.8,16.8
5/23/2019 8:25:01 PM,43.1,24.4,17.3
5/23/2019 8:25:07 PM,37,23.7,16.5
5/23/2019 8:25:13 PM,32.5,25.4,16.1
5/23/2019 8:25:19 PM,42.9,27.1,16.2
5/23/2019 8:25:25 PM,37.8,26.2,17
5/23/2019 8:25:31 PM,38.5,28,17.3
5/23/2019 8:25:37 PM,34.7,24.8,16
5/23/2019 8:25:43 PM,34.3,24,15.8
5/23/2019 8:25:49 PM,39.1,24.3,15.9
5/23/2019 8:25:55 PM,33.5,23.4,16.3
5/23/2019 8:26:01 PM,40.6,25,15.9
5/23/2019 8:26:07 PM,34.6,25.3,15.9
5/23/2019 8:26:13 PM,29.4,23.1,16.3
5/23/2019 8:26:19 PM,34.8,21.6,15
5/23/2019 8:26:25 PM,35.3,25.9,16.5
5/23/2019 8:26:31 PM,32.7,24.3,16.3
5/23/2019 8:26:37 PM,42.7,26.9,16.4
5/23/2019 8:26:43 PM,36.7,28.1,16.8
5/23/2019 8:26:49 PM,36.5,26.9,16.5
5/23/2019 8:26:55 PM,34,24.1,16.2
5/23/2019 8:27:01 PM,32.3,24.4,16.2
5/23/2019 8:27:07 PM,39.5,24.8,16.1
5/23/2019 8:27:13 PM,37,27.6,16.8
5/23/2019 8:27:19 PM,44.6,27.4,16.9
5/23/2019 8:27:25 PM,49.5,29.4,16.6
5/23/2019 8:27:31 PM,42.5,27.2,16.1
5/23/2019 8:27:37 PM,38.4,25.3,16.7
5/23/2019 8:27:43 PM,38.9,28.9,17.2
5/23/2019 8:27:49 PM,36.4,28.6,16.7
5/23/2019 8:27:55 PM,34.8,27,16.7
5/23/2019 8:28:01 PM,40,24.3,16.3
5/23/2019 8:28:07 PM,32.7,24.9,16.1
5/23/2019 8:28:13 PM,40.2,28.3,16.4
5/23/2019 8:28:19 PM,33.9,26.3,16.7
5/23/2019 8:28:25 PM,37.7,30.4,17.5
5/23/2019 8:28:31 PM,35,22.9,15.8
5/23/2019 8:28:37 PM,42.7,28.3,17.1
5/23/2019 8:28:43 PM,40.4,28.7,16.9
5/23/2019 8:28:49 PM,34.2,26.2,17.1
5/23/2019 8:28:55 PM,31.9,22.4,15.6
5/23/2019 8:29:01 PM,47.2,23.8,16.3
5/23/2019 8:29:07 PM,37.4,25,17.2
5/23/2019 8:29:13 PM,40.9,25.7,16.6
5/23/2019 8:29:19 PM,39.9,28.6,17.3
5/23/2019 8:29:25 PM,40.8,23.5,16.2
5/23/2019 8:29:31 PM,36.3,23,16.2
5/23/2019 8:29:37 PM,47.4,25.7,16.1
5/23/2019 8:29:43 PM,39.4,30.4,17.9
5/23/2019 8:29:49 PM,32.9,26.2,16.6
5/23/2019 8:29:55 PM,38.7,23.5,16.2
5/23/2019 8:30:01 PM,45,23.8,16.8
5/23/2019 8:30:07 PM,37.7,25.7,16.7
5/23/2019 8:30:13 PM,36.2,25,17.3
5/23/2019 8:30:19 PM,38.2,28.1,17.1
5/23/2019 8:30:25 PM,35.5,27.1,16.9
5/23/2019 8:30:31 PM,30.4,23.5,16.1
5/23/2019 8:30:37 PM,36.7,25.8,16.5
5/23/2019 8:30:43 PM,32,25.9,16.3
5/23/2019 8:30:49 PM,53.7,28,17.1
5/23/2019 8:30:55 PM,40.1,27.7,16.5
5/23/2019 8:31:01 PM,35.8,26,17.3
5/23/2019 8:31:07 PM,30.5,23.6,16.7
5/23/2019 8:31:13 PM,35.9,25.7,17.2
5/23/2019 8:31:19 PM,39,25.5,17.1
5/23/2019 8:31:25 PM,38.8,30.4,17.7
5/23/2019 8:31:31 PM,36.3,24.1,17.1
5/23/2019 8:31:37 PM,35.9,23.1,16.3
5/23/2019 8:31:43 PM,41.3,29.6,18
5/23/2019 8:31:49 PM,43.7,26.6,16.8
5/23/2019 8:31:55 PM,40.3,28.1,17.7
5/23/2019 8:32:01 PM,46,29.6,17.4
5/23/2019 8:32:07 PM,40.6,29.3,17.5
5/23/2019 8:32:13 PM,47,27,17.4
5/23/2019 8:32:19 PM,40.7,27.7,17.4
5/23/2019 8:32:25 PM,58.3,28,17.2
5/23/2019 8:32:31 PM,42.7,25.3,17.3
5/23/2019 8:32:37 PM,55.9,27.7,17.3
5/23/2019 8:32:43 PM,39.4,25.6,17.1
5/23/2019 8:32:49 PM,41.6,28.8,17.2
5/23/2019 8:32:55 PM,44.7,25.7,16.7
5/23/2019 8:33:01 PM,38.4,27.7,16.9
5/23/2019 8:33:07 PM,48.9,30.8,17.4
5/23/2019 8:33:13 PM,39.5,27.8,17.5
5/23/2019 8:33:19 PM,43.4,28.1,17.7
5/23/2019 8:33:25 PM,39.5,27.4,17.6
5/23/2019 8:33:31 PM,52.6,27.6,17.5
5/23/2019 8:33:37 PM,40.2,26,17.1
5/23/2019 8:33:43 PM,45,30.6,17.6
5/23/2019 8:33:49 PM,43.5,26.2,17.7
5/23/2019 8:33:55 PM,39.4,26.2,18
5/23/2019 8:34:01 PM,45.3,30.8,18
5/23/2019 8:34:07 PM,45.4,32.2,18.6
5/23/2019 8:34:13 PM,42.1,26.8,17.9
5/23/2019 8:34:19 PM,45.5,25.6,17.4
5/23/2019 8:34:25 PM,43.7,28.4,18
5/23/2019 8:34:31 PM,47.1,30.3,18
5/23/2019 8:34:37 PM,38.4,29.9,17.3
5/23/2019 8:34:43 PM,35,25.2,16.7
5/23/2019 8:34:49 PM,42.6,25.5,16.6
5/23/2019 8:34:55 PM,40.8,27.3,17.7
5/23/2019 8:35:01 PM,38.4,25,17.3
5/23/2019 8:35:07 PM,38.9,25.4,16.7
5/23/2019 8:35:13 PM,40.9,26,16.8
5/23/2019 8:35:19 PM,42.3,29.9,18
5/23/2019 8:35:25 PM,48.1,29.1,18
5/23/2019 8:35:31 PM,36.3,26.3,17
5/23/2019 8:35:37 PM,44.2,28.4,17.2
5/23/2019 8:35:43 PM,44.9,26.7,16.8
5/23/2019 8:35:49 PM,42.8,30.6,18.2
5/23/2019 8:35:55 PM,40.5,29.3,17.7
5/23/2019 8:36:01 PM,38.2,26.3,17.8
5/23/2019 8:36:07 PM,38.9,30.1,18.3
5/23/2019 8:36:13 PM,40.7,27.2,17.2
5/23/2019 8:36:19 PM,38,27.7,17.5
5/23/2019 8:36:25 PM,42.4,27.6,17.5
5/23/2019 8:36:31 PM,43.8,26.3,17.4
5/23/2019 8:36:37 PM,37.3,26.5,16.8
5/23/2019 8:36:43 PM,45.5,29.7,18.1
5/23/2019 8:36:49 PM,40.9,25.4,17.1
5/23/2019 8:36:55 PM,42.4,26.7,16.9
5/23/2019 8:37:01 PM,44.1,28.6,17.2
5/23/2019 8:37:07 PM,45,30.1,18.4
5/23/2019 8:37:13 PM,39.4,27,17
5/23/2019 8:37:19 PM,42.8,31,18.1
5/23/2019 8:37:25 PM,41.7,27.9,17.2
5/23/2019 8:37:31 PM,37.4,26.8,16.9
5/23/2019 8:37:37 PM,46.1,29.3,18
5/23/2019 8:37:43 PM,45.9,31.9,19.3
5/23/2019 8:37:49 PM,37.7,29.9,18.1
5/23/2019 8:37:55 PM,40,27.6,18.1
5/23/2019 8:38:01 PM,42.5,28,17.8
5/23/2019 8:38:07 PM,39.2,28.1,17.9
5/23/2019 8:38:13 PM,41.4,25.3,17.7
5/23/2019 8:38:19 PM,44.1,29.6,18
5/23/2019 8:38:25 PM,45.7,28.7,17.8
5/23/2019 8:38:31 PM,42.1,29.6,17.9
5/23/2019 8:38:37 PM,39.2,27.1,17.7
5/23/2019 8:38:43 PM,40.4,29.4,17.6
5/23/2019 8:38:49 PM,38,27.9,17.2
5/23/2019 8:38:55 PM,41.7,27.4,18.1
5/23/2019 8:39:01 PM,51,29.4,17.7
5/23/2019 8:39:07 PM,44.4,29.5,18
5/23/2019 8:39:13 PM,48.1,28.5,18
5/23/2019 8:39:19 PM,37.1,23.9,17
5/23/2019 8:39:25 PM,34.7,25.8,17.8
5/23/2019 8:39:31 PM,34,24.7,16.8
5/23/2019 8:39:37 PM,40.4,28.6,17.8
5/23/2019 8:39:43 PM,47,28,18.2
5/23/2019 8:39:49 PM,41,29.1,18.4
5/23/2019 8:39:55 PM,47.3,29.2,17.8
5/23/2019 8:40:01 PM,44.9,26.7,17.4
5/23/2019 8:40:07 PM,41.3,27.7,17.3
5/23/2019 8:40:13 PM,41.6,27,17.5
5/23/2019 8:40:19 PM,36,27.6,17.8
5/23/2019 8:40:25 PM,46.2,29.6,17.5
5/23/2019 8:40:31 PM,45.3,30.3,17.6
5/23/2019 8:40:37 PM,41.3,31.2,18.2
5/23/2019 8:40:43 PM,39.7,26.9,17.8
5/23/2019 8:40:49 PM,39.8,28.5,18.1
5/23/2019 8:40:55 PM,48.1,28.3,17.9
5/23/2019 8:41:01 PM,44.8,28.1,17.5
5/23/2019 8:41:07 PM,52.7,25.4,17.1
5/23/2019 8:41:13 PM,56.2,28.6,16.7
5/23/2019 8:41:19 PM,36.9,27.7,17.6
5/23/2019 8:41:25 PM,46.1,30.3,18.5
5/23/2019 8:41:31 PM,39.6,29.7,18.3
5/23/2019 8:41:37 PM,37.3,27.2,17.9
5/23/2019 8:41:43 PM,59.1,32.5,17.7
5/23/2019 8:41:49 PM,36.7,27.9,17.1
5/23/2019 8:41:55 PM,41.1,25.7,16.5
5/23/2019 8:42:01 PM,44,27,16.8
5/23/2019 8:42:07 PM,44,28.5,17.4
5/23/2019 8:42:13 PM,36.6,28.2,17.3
5/23/2019 8:42:19 PM,36.2,25.5,16.8
5/23/2019 8:42:25 PM,36.8,27.2,16.5
5/23/2019 8:42:31 PM,39,28.2,17.2
5/23/2019 8:42:37 PM,40.4,24.4,16.9
5/23/2019 8:42:43 PM,46.2,30.8,17.3
5/23/2019 8:42:49 PM,45.6,28.3,18
5/23/2019 8:42:55 PM,38.8,25.8,16.8
5/23/2019 8:43:01 PM,41.2,29.9,18.2
5/23/2019 8:43:07 PM,43.8,28,17.2
5/23/2019 8:43:13 PM,41.6,28.4,17.9
5/23/2019 8:43:19 PM,36.6,26.2,16.9
5/23/2019 8:43:25 PM,47.4,30.9,17.3
5/23/2019 8:43:31 PM,40,26.4,16.6
5/23/2019 8:43:37 PM,38.7,30.1,18.5
5/23/2019 8:43:43 PM,36.7,29.1,18.1
5/23/2019 8:43:49 PM,32.2,23.9,16.5
5/23/2019 8:43:55 PM,36.9,27.1,17.3
5/23/2019 8:44:01 PM,40.8,28.3,17.3
5/23/2019 8:44:07 PM,38.3,29.2,18.1
5/23/2019 8:44:13 PM,45.4,24.3,16.8
5/23/2019 8:44:19 PM,42.1,28.2,17.3
5/23/2019 8:44:25 PM,42.8,31.1,18.4
5/23/2019 8:44:31 PM,41.9,27.9,17.3
5/23/2019 8:44:37 PM,47.5,28.7,17.6
5/23/2019 8:44:43 PM,40.2,30.4,17.9
5/23/2019 8:44:49 PM,42.4,30.9,18
5/23/2019 8:44:55 PM,38.9,28.5,17.8
5/23/2019 8:45:01 PM,41.1,29,17.4
5/23/2019 8:45:07 PM,38.9,30.2,18.2
5/23/2019 8:45:13 PM,50.9,31.5,18.3
5/23/2019 8:45:19 PM,43.2,31.6,18.3
5/23/2019 8:45:25 PM,38.7,26.7,17.5
5/23/2019 8:45:31 PM,42.2,30.4,18.2
5/23/2019 8:45:37 PM,32.1,26.9,18.1
5/23/2019 8:45:43 PM,35.3,26.1,17.2
5/23/2019 8:45:49 PM,39.3,27.2,17.8
5/23/2019 8:45:55 PM,49.7,26,17
5/23/2019 8:46:01 PM,31.6,24.7,16.6
5/23/2019 8:46:07 PM,37.8,29.1,17.6
5/23/2019 8:46:13 PM,40.8,28.4,18.2
5/23/2019 8:46:19 PM,36.9,27.9,17.3
5/23/2019 8:46:25 PM,43.7,29.5,17.7
5/23/2019 8:46:31 PM,35.9,24.2,17
5/23/2019 8:46:37 PM,35.6,25,17
5/23/2019 8:46:43 PM,39.2,29.1,17.8
5/23/2019 8:46:49 PM,42.9,29.5,18
5/23/2019 8:46:55 PM,39.9,28,17.3
5/23/2019 8:47:01 PM,49.2,29.3,17.6
5/23/2019 8:47:07 PM,43,27.5,17
5/23/2019 8:47:13 PM,50.8,31.6,17.8
5/23/2019 8:47:19 PM,37.9,30.3,17.9
5/23/2019 8:47:25 PM,36.4,26.2,17.7
5/23/2019 8:47:31 PM,42.7,31.8,18
5/23/2019 8:47:37 PM,41.4,30.3,17.8
5/23/2019 8:47:43 PM,43.7,27.2,17.4
5/23/2019 8:47:49 PM,54,29.2,17.4
5/23/2019 8:47:55 PM,43,29.9,18.1
5/23/2019 8:48:01 PM,32.8,26.5,17.4
5/23/2019 8:48:07 PM,41.8,29.3,18.2
5/23/2019 8:48:13 PM,42.7,26.1,17.1
5/23/2019 8:48:19 PM,39.1,26.3,17.1
5/23/2019 8:48:25 PM,37.9,29.6,17.8
5/23/2019 8:48:31 PM,46.5,29.9,17.6
5/23/2019 8:48:37 PM,36.1,28.5,17.8
5/23/2019 8:48:43 PM,41.8,27.5,18
5/23/2019 8:48:49 PM,38.2,28.4,17.3
5/23/2019 8:48:55 PM,39.2,28.8,18.1
5/23/2019 8:49:01 PM,34.6,27,17
5/23/2019 8:49:07 PM,40.4,30.6,17.4
5/23/2019 8:49:13 PM,41.2,27.4,17.4
5/23/2019 8:49:19 PM,37.2,27.7,17.3
5/23/2019 8:49:25 PM,40.9,29.3,17.1
5/23/2019 8:49:31 PM,35.6,26.6,16.8
5/23/2019 8:49:37 PM,38.4,26.2,17.5
5/23/2019 8:49:43 PM,38.2,27.5,17
5/23/2019 8:49:49 PM,39.4,27.3,17.5
5/23/2019 8:49:55 PM,35.8,25.3,17.5
5/23/2019 8:50:01 PM,37,27.3,17.3
5/23/2019 8:50:07 PM,38.2,26.5,17.3
5/23/2019 8:50:13 PM,44.4,25.4,16.8
5/23/2019 8:50:19 PM,37.9,27.7,17.3
5/23/2019 8:50:25 PM,44.1,30.8,18.1
5/23/2019 8:50:31 PM,37.7,28.4,18.1
5/23/2019 8:50:37 PM,34.8,26.9,18.2
5/23/2019 8:50:43 PM,34.9,26.6,17.5
5/23/2019 8:50:49 PM,42.1,30.2,17.7
5/23/2019 8:50:55 PM,38.6,26.9,17
5/23/2019 8:51:01 PM,37.9,29.4,17.8
5/23/2019 8:51:07 PM,36.3,27.5,17.5
5/23/2019 8:51:13 PM,39.4,29.3,17.5
5/23/2019 8:51:19 PM,41.4,30.8,18.4
5/23/2019 8:51:25 PM,41.5,29.7,17.5
5/23/2019 8:51:31 PM,46.4,28.1,17.5
5/23/2019 8:51:37 PM,39.5,24.8,16.7
5/23/2019 8:51:43 PM,39.2,29.2,17.5
5/23/2019 8:51:49 PM,30.6,24.2,16.5
5/23/2019 8:51:55 PM,38,28.7,17.4
5/23/2019 8:52:01 PM,36,27.1,17.7
5/23/2019 8:52:07 PM,37.2,27.5,18
5/23/2019 8:52:13 PM,35.2,27.3,17.5
5/23/2019 8:52:19 PM,40.3,33.3,18.8
5/23/2019 8:52:25 PM,43.5,29.1,18.5
5/23/2019 8:52:31 PM,51.9,29.9,17.6
5/23/2019 8:52:37 PM,39.3,28.7,17.9
5/23/2019 8:52:43 PM,43.2,29.4,18.7
5/23/2019 8:52:49 PM,42.6,26.9,17.8
5/23/2019 8:52:55 PM,43.4,29.5,17.9
5/23/2019 8:53:01 PM,48.5,32.1,18.4
5/23/2019 8:53:07 PM,34.7,26.1,17.6
5/23/2019 8:53:13 PM,41.5,29.3,17.4
5/23/2019 8:53:19 PM,38.4,26.4,17.6
5/23/2019 8:53:25 PM,47.4,29.8,18.3
5/23/2019 8:53:31 PM,40.3,29.9,17.9
5/23/2019 8:53:37 PM,48.3,29.8,17.4
5/23/2019 8:53:43 PM,37.9,29.5,18
5/23/2019 8:53:49 PM,41,30.2,17.7
5/23/2019 8:53:55 PM,41.5,26.9,17.8
5/23/2019 8:54:01 PM,43.5,30.2,17.9
5/23/2019 8:54:07 PM,36.6,25.6,17.1
5/23/2019 8:54:13 PM,43.6,30.6,18
5/23/2019 8:54:19 PM,51.6,28.8,17.3
5/23/2019 8:54:25 PM,48.4,32.9,18.8
5/23/2019 8:54:31 PM,40.3,29.7,18
5/23/2019 8:54:37 PM,41.3,30.5,18.2
5/23/2019 8:54:43 PM,37.3,28.5,17.9
5/23/2019 8:54:49 PM,41.4,29.7,18
5/23/2019 8:54:55 PM,35.5,27.4,17.9
5/23/2019 8:55:01 PM,40.2,27.3,17.4
5/23/2019 8:55:07 PM,37.7,28.2,17.7
5/23/2019 8:55:13 PM,42.3,26.6,16.8
5/23/2019 8:55:19 PM,35.7,22.6,17.1
5/23/2019 8:55:25 PM,43.2,27.6,17.6
5/23/2019 8:55:31 PM,31.7,25.5,17.2
5/23/2019 8:55:37 PM,56.5,31.2,18.5
5/23/2019 8:55:43 PM,47.8,30.1,17.9
5/23/2019 8:55:49 PM,40,28.8,18.5
5/23/2019 8:55:55 PM,44.1,27.9,17.5
5/23/2019 8:56:01 PM,42.7,25.4,16.6
5/23/2019 8:56:07 PM,40.3,25,17.5
5/23/2019 8:56:13 PM,36.5,28,17.4
5/23/2019 8:56:19 PM,41.2,26.7,16.6
5/23/2019 8:56:25 PM,39.7,29.4,17.6
5/23/2019 8:56:31 PM,42.7,29.2,17.4
5/23/2019 8:56:37 PM,45.2,28.6,17.8
5/23/2019 8:56:43 PM,37.1,28,18.1
5/23/2019 8:56:49 PM,44.6,31,18.2
5/23/2019 8:56:55 PM,35.9,25.1,16.3
5/23/2019 8:57:01 PM,47.9,29.9,17.7
5/23/2019 8:57:07 PM,42.3,27.3,17.2
5/23/2019 8:57:13 PM,40.3,26.2,17.2
5/23/2019 8:57:19 PM,38.7,27.3,17.7
5/23/2019 8:57:25 PM,42.5,31.1,17.8
5/23/2019 8:57:31 PM,38,28.4,17.6
5/23/2019 8:57:37 PM,37.1,26,17.3
5/23/2019 8:57:43 PM,39.7,27.7,17.4
5/23/2019 8:57:49 PM,38.2,24.6,16.8
5/23/2019 8:57:55 PM,43.8,33.3,18.4
5/23/2019 8:58:01 PM,42.6,25.6,16.9
5/23/2019 8:58:07 PM,43.4,28.9,17.5
5/23/2019 8:58:13 PM,37.1,26.7,17.5
5/23/2019 8:58:19 PM,39.7,25.1,16.6
5/23/2019 8:58:25 PM,52.8,33.1,18.7
5/23/2019 8:58:31 PM,40.3,24.9,17.3
